#RF00001  120 1428 5S_ribosomal_RNA Published;_PMID:11283358
RF01736  71 28 flg-Rhizobiales_RNA Published;_PMID:20230605;
RF01737  29 18 flpD_RNA Published;_PMID:20230605;
RF01738  41 36 gabT_RNA Published;_PMID:20230605;
#RF01739  119 2042 glnA_RNA Published;_PMID:20230605;
RF01740  55 38 gyrA_RNA Published;_PMID:20230605;
RF01741  27 10 hopC_RNA Published;_PMID:20230605;
RF01742  79 30 lactis-plasmid_RNA Published;_PMID:20230605;
RF01743  69 20 leu/phe_leader_RNA_from_Lactococcus_lactis Published;_PMID:20230605;
RF01744  55 18 livK_RNA Published;_PMID:20230605;
#RF01745  183 380 manA_RNA Published;_PMID:20230605;
RF01746  79 94 mraW_RNA Published;_PMID:20230605;
RF01747  35 242 msiK_RNA Published;_PMID:20230605;
RF01748  53 68 nuoG_RNA Published;_PMID:20230605;
RF01749  53 160 pan_motif Published;_PMID:20230605;
#RF01750  163 384 pfl_RNA Published;_PMID:20230605;
RF01751  35 274 potC_RNA Published;_PMID:20230605;
RF01752  133 64 psaA_RNA Published;_PMID:20230605;
RF01753  25 80 psbNH_RNA Published;_PMID:20230605;
RF01754  77 262 radC_RNA Published;_PMID:20230605;
RF01755  59 34 rmf_RNA Published;_PMID:20230605;
RF01756  183 34 rne-II_RNA Published;_PMID:20230605;
RF01757  103 14 sbcD_RNA Published;_PMID:20230605;
RF01758  133 36 sucA-II_RNA Published;_PMID:20230605;
RF01759  27 38 sucC_RNA Published;_PMID:20230605;
RF01760  69 96 traJ-II_RNA Published;_PMID:20230605;
RF01761  51 238 wcaG_RNA Published;_PMID:20230605;
RF01762  33 30 Whalefall-1_RNA Published;_PMID:20230605;
RF01763  33 80 ykkC-III_RNA Published;_PMID:20230605;
RF01764  75 126 yjdF_RNA Published;_PMID:20230605;
RF01765  552 8 srg1 Predicted;_Gardner_PP
RF01766  429 34 cspA_thermoregulator Published;_PMID:20129052
RF01767  35 52 SMK_box_translational_riboswitch Published;_PMID:18806797;_Gardner_PP
RF01768  63 18 ribosomal_frameshift_site Published;_PMID:19196463
RF01769  125 54 Enterobacteria_greA_leader Published;_PMID:20920266
RF01770  103 96 Gammaprotebacteria_rimP_leader Published;_PMID:20920266
RF01771  110 30 Enterobacteria_rnk_leader Published;_PMID:20920266
RF01772  109 34 Pseudomonas_rnk_leader Published;_PMID:20920266
RF01773  137 22 Pseudomonas_rpsL_leader Published;_PMID:20920266
RF01774  61 16 Rickettsia_rpsL_leader Published;_PMID:20920266
RF01775  73 16 RNA_S.aureus_Orsay_G Published;_PMID:20200491;
RF01776  100 36 RNA_anti-toxin_A Predicted;_RNAalifold;
RF01778  156 30 Embryonic_ventral_forebrain-2_long_ncRNA Predicted;_CMfinder;
RF01779  78 8 AS1726_sRNA Published;_PMID:19555452
RF01780  110 8 AS1890_sRNA Published;_PMID:19555452
RF01781  69 56 ASdes_TB_sRNA Published;_PMID:19555452
RF01782  76 158 ASpks_TB_sRNA Published;_PMID:19555452
RF01783  62 8 M._tuberculosis_B11 Published;_PMID:19555452
RF01784  71 28 bablM_sRNA Published;_PMID:19531245
RF01785  28 8 ribosomal_frameshift_site Published;_PMID:15629717
RF01786  85 112 Cyclic_di-GMP-II_riboswitch Predicted;_Weinberg_Z;
RF01787  83 18 drz-agam-1_riboswitch Published;_PMID:19965505
RF01788  193 14 drz-agam-2-2_riboswitch Published;_PMID:19965505
RF01789  167 10 Epstein-Barr_virus_EBER1 Published;_PMID:17381320
RF01790  44 20 ribosomal_frameshift_site Published;_PMID:8416368
RF01791  59 36 F6_TB_sRNA Published;_PMID:19555452
RF01792  36 14 ribosomal_frameshift_site Published;_PMID:3003905
RF01793  53 182 ffh_sRNA Published;_PMID:19531245
#RF01794  156 186 sok_antitoxin Published;_PMID:17462020
RF01795  66 10 FourU_thermometer_RNA_element Published;_PMID:17630972;_Bateman_A
RF01796  120 36 Fumarate/nitrate_reductase_regulator_sRNA Published;_PMID:20070527
RF01797  95 48 Fst_antitoxin_sRNA Predicted;_RNAalifold;
RF01798  68 8 G2 Published;_PMID:19555452
RF01800  755 8 growth_arrested_DNA-damage_inducible_gene_7 Predicted;
RF01802  145 12 Herpesvirus_saimiri_U_RNA1/RNA2 Published;_PMID:17381320
RF01803  55 108 Editing_element_of_GABA-3_exon_9 Published;_PMID:17369310
RF01804  41 12 Lambda_phage_CIII_thermoregulator_element Published;_PMID:2532257;_Bateman_A
RF01807  202 28 GIR1_branching_ribozyme Published;__PMID:16141078
RF01808  195 24 MicX_Vibrio_cholerae_sRNA Predicted;_CMfinder
RF01809  78 44 SymR_antitoxin Published;_PMID:17462020
RF01810  63 24 pntA_sRNA Published;_PMID:19531245
RF01811  74 36 Plasmid_transferred_anti-sense_RNA Published;_PMID:20220307
RF01812  109 8 Pxr_regulatory_sRNA Published;_PMID:20489016
RF01813  67 108 rdlD_antitoxin Predicted;_Gardner_PP;
RF01814  84 32 rhtB_sRNA Published;_PMID:19531245
RF01815  137 12 rpsB_sRNA Published;_PMID:19531245
RF01816  137 18 RNA_Staph._aureus_A Published;_PMID:19786493
RF01817  61 8 RNA_Staph._aureus_A Published;_PMID:19786493
RF01818  441 10 RNA_Staph._aureus_C Published;_PMID:19786493
RF01819  186 20 RNA_Staph._aureus_D Published;_PMID:19786493
RF01820  113 34 RNA_Staph._aureus_E Published;_PMID:19786493
RF01821  125 14 RNA_Staph._aureus_H Published;_PMID:19786493
RF01822  288 10 RNA_Staph._aureus_A Published;_PMID:19786493
RF01823  86 16 rpsL_sRNA Published;_PMID:19531245
RF01824  445 16 RNA_of_unknown_function_20 Predicted;_WAR
RF01825  689 14 RNA_of_unknown_function_21 Predicted;_WAR
RF01826  66 16 SAM-V_riboswitch Published;_PMID:19531245
RF01827  91 30 SAR11_0636_sRNA Published;_PMID:19531245
RF01828  143 8 Small_pathogenicity_island_RNA_D Published;_PMID:20532214
RF01829  54 8 sR6_snoRNA Predicted;_Mfold;_Moore_B
RF01830  108 124 Salmonella_enterica_Typhi_npcRNA_44 Predicted;_CMfinder
#RF01831  101 200 THF_riboswitch Published;_PMID:20659680
RF01832  74 32 Repression_of_heat_shock_gene_expression_(ROSE)_element Published;_PMID:16438677;_Bateman_A
RF01833  56 12 ribosomal_frameshift_site Published;_PMID:8248142
RF01834  36 14 ribosomal_frameshift_site Published;_PMID:1310175
RF01835  46 42 ribosomal_frameshift_site Published;_PMID:1575083
RF01836  28 16 ribosomal_frameshift_site Published;_PMID:19895695
RF01837  30 10 togavirus_ribosomal_frameshift_element Published;_PMID:18822126
RF01838  80 14 sobemovirus_ribosomal_frameshift_elemental Published;_PMID:10848968
RF01839  74 16 eastern_equine_encephalitis_ribosomal_frameshift_element Published;_PMID:18822126
RF01840  35 30 ribosomal_frameshift_element Published;_PMID:15629717
RF01841  72 24 venezuelan_equine_encephalitis_virus_ribosomal_frameshift_element Published;_PMID:18822126
RF01842  88 10 mycoplasma_ribosomal_frameshift_element Published;_PMID:7476162
RF01843  27 10 neiserria_ribosomal_frameshift_element Published;_PMID:11943474
RF01844  81 126 SmY_spliceosomal_RNA Published;_PMID:19106623
RF01845  274 74 Early_nodulin_40 Published;_PMID:17452360
RF01846  286 108 Fungal_small_nucleolar_RNA_U3 Published;_PMID:19875933
RF01847  222 46 Plant_small_nucleolar_RNA_U3 Published;_PMID:19875933;_Gardner_PP
RF01848  212 60 ACEA_small_nucleolar_RNA_U3 Published;_PMID:19875933
#RF01849  133 228 Alphaproteobacteria_transfer-messenger_RNA Published;_PMID:19617710
RF01850  332 18 Betaproteobacteria_transfer-messenger_RNA Published;_PMID:19617710
RF01851  288 58 Cyanobacteria_transfer-messenger_RNA Published;_PMID:19617710
RF01852  91 248 Selenocysteine_transfer_RNA Published;_PMID:10682860
RF01853  107 110 Mitochondrial_DNA_control_region_secondary_structure_A Published;_PMID:18845547
RF01854  251 186 Bacterial_large_signal_recognition_particle_RNA Published;_PMID:19838050
RF01855  306 130 Plant_signal_recognition_particle_RNA Published;_PMID:19838050
RF01856  333 40 Protozoan_signal_recognition_particle_RNA Published;_PMID:19838050
RF01857  318 110 Archaeal_signal_recognition_particle_RNA Published;_PMID:19838050
RF01858  120 12 RNA_Staph._aureus_F Published;_PMID:19786493
RF01859  127 148 Phenylalanine_leader_peptide Predicted;_CMfinder
RF01860  93 16 A._fumigatus_snoRNA_Afu_455 Predicted;_Osuch_I
RF01861  67 12 Trypanosomatid_snoRNA_TB9Cs1H1 Predicted;_WAR;
RF01862  71 12 Trypanosomatid_snoRNA_TB10Cs4H2 Predicted;_WAR;
RF01863  68 10 Trypanosomatid_snoRNA_TB10Cs2H2 Predicted;_WAR;
RF01864  146 12 small_nucleolar_RNA_snoR21 Predicted;_Osuch_I
RF01865  143 12 Manganese_dependent_ribozyme_in_Vg1_mRNA Published;_PMID:18753150
RF01866  120 14 C._elegans_snoRNA_ceN33 Predicted;_Osuch_I
RF01867  340 30 caulobacter_sRNA_CC2171 Predicted;RNAalifold;
RF01868  37 54 MAP_kinase_and_growth_arrest_RNA_conserved_region_1 Predicted;_RNAz;_Eberhardt_R
RF01869  47 54 MAP_kinase_and_growth_arrest_RNA_conserved_region_2 Predicted;_RNAalifold;_Eberhardt_R
RF01870  45 38 Maternally_expressed_3_conserved_region_1 Predicted;_RNAz;_Eberhardt_R
RF01871  17 36 Metastasis_associated_lung_adenocarcinoma_transcript_1 Predicted;_RNAz;_Eberhardt_R
RF01872  106 44 Maternally_expressed_3_conserved_region_2 Predicted;_RNAz;_Eberhardt_R
RF01873  119 46 Polled_intersex_syndrome_regulated_transcript_1 Predicted;_CMfinder;
RF01874  136 24 Myocardial_infarction_associated_transcript_exon_1 Predicted;_CMfinder;
RF01875  164 22 Myocardial_infarction_associated_transcript_exon_5_conserved_region_1 Predicted;_WAR;
RF01876  87 24 Myocardial_infarction_associated_transcript_exon_5_conserved_region_2 Predicted;_WAR;
RF01877  413 36 Myocardial_infarction_associated_transcript_exon_5_conserved_region_3 Predicted;_WAR;
RF01878  93 20 PRINS_RNA Predicted;_WAR;
RF01879  49 52 Non-coding_RNA_LOC285194 Predicted;_RNAz;_Eberhardt_R
RF01880  86 52 X-chromosome_inactivation_gene_exon_1 Predicted;_RNAz;_Gardner_PP
RF01881  127 54 X-chromosome_inactivation_gene_exon_4 Predicted;_RNAz;_Gardner_PP
RF01882  146 46 Taurine_upregulated_gene_1_conserved_region_1 Predicted;_CMfinder;
RF01883  90 46 Taurine_upregulated_gene_1_conserved_region_2 Predicted;_CMfinder;
RF01884  67 62 Non-coding_RNA_BC040587 Predicted;_RNAz;_Eberhardt_R
RF01885  79 30 Heat_shock_gene_hsromega_conserved_region_1 Predicted;_WAR;
RF01886  88 24 Heat_shock_gene_hsromega_conserved_region_2 Predicted;_WAR;
RF01887  61 32 Embryonic_ventral_forebrain_RNA_1_conserved_region_1 Predicted;_CMfinder;
RF01888  212 42 Embryonic_ventral_forebrain_RNA_1_conserved_region_2 Predicted;_Pfold;
RF01889  175 8 LincRNA-p21_conserved_region_1 Predicted;_WAR;
RF01890  53 8 LincRNA-p21_conserved_region_2 Predicted;_CMfinder;
RF01891  262 52 Taurine_upregulated_gene_1_conserved_region_3 Predicted;_CMfinder;
RF01892  181 54 Taurine_upregulated_gene_1_conserved_region_4 Predicted;_CMfinder;
RF01893  267 26 Prostate_cancer_antigen_RNA_3_conserved_region_1 Predicted;_WAR;
RF01894  428 48 Prostate_cancer_antigen_RNA_3_conserved_region_2 Predicted;_CMfinder;
RF01895  47 36 microRNA_mir-193 Predicted;_RNAalifold
RF01896  63 28 microRNA_mir-142 Predicted;_RNAalifold
RF01897  43 30 microRNA_mir-188 Predicted;_RNAalifold
RF01898  53 16 microRNA_mir-363 Predicted;_RNAalifold
RF01899  51 22 microRNA_mir-2241 Predicted;_RNAalifold
RF01900  61 16 microRNA_mir-2024 Predicted;_RNAalifold
RF01901  69 22 microRNA_mir-284 Predicted;_RNAalifold
RF01902  75 12 microRNA_MIR439 Predicted;_RNAalifold
RF01903  51 54 microRNA_mir-500 Predicted;_RNAalifold
RF01904  38 22 HOTAIR_conserved_region_1 Predicted;_WAR;
RF01905  73 26 HOTAIR_conserved_region_2 Predicted;_CMfinder;
RF01906  101 38 HOTAIR_conserved_region_3 Predicted;_WAR;
RF01907  193 34 HOTAIR_intron_conserved_region_4 Predicted;_CMfinder;
RF01908  163 32 HOTAIR_intron_conserved_region_5 Predicted;_CMfinder;
RF01909  23 52 CDKN2B_antisense_RNA_1_intronic_convserved_region Predicted;_RNAz;_Eberhardt_R
RF01910  67 18 microRNA_mir-506 Predicted;_RNAalifold
RF01911  87 16 microRNA_MIR2118 Predicted;_RNAalifold
RF01912  73 16 microRNA_mir-2807 Predicted;_RNAalifold
RF01913  59 16 microRNA_mir-2778 Predicted;_RNAalifold
RF01914  69 12 microRNA_mir-932 Predicted;_RNAalifold
RF01915  63 10 microRNA_mir-2238 Predicted;_RNAalifold
RF01916  63 10 microRNA_mir-988 Predicted;_RNAalifold
RF01917  71 10 microRNA_MIR2587 Predicted;_RNAalifold
RF01918  59 10 microRNA_mir-1249 Predicted;_RNAalifold
RF01919  55 12 microRNA_mir-1419 Predicted;_RNAalifold
RF01920  61 14 microRNA_mir-764 Predicted;_RNAalifold
RF01921  65 14 microRNA_mir-1296 Predicted;_RNAalifold
RF01922  105 16 microRNA_mir-654 Predicted;_RNAalifold
RF01923  49 12 microRNA_mir-711 Predicted;_RNAalifold
RF01924  35 10 microRNA_mir-2774 Predicted;_RNAalifold
RF01925  79 12 microRNA_MIR1428 Predicted;_RNAalifold
RF01926  53 8 microRNA_mir-981 Predicted;_RNAalifold
RF01927  79 12 microRNA_MIR1222 Predicted;_RNAalifold
RF01928  206 10 Maternal_intergenic_circadian_oscillating_RNA_1 Predicted;_Pfold;
RF01929  93 16 Bithoraxoid_conserved_region_1 Predicted;_CMfinder;
RF01930  94 14 Bithoraxoid_conserved_region_2 Predicted;_WAR;
RF01931  140 12 Bithoraxoid_conserved_region_3 Predicted;_CMfinder;
RF01932  9 12 Bithoraxoid_conserved_region_4 Predicted;_RNAalifold;
RF01933  59 14 Bithoraxoid_conserved_region_5 Predicted;_WAR;
RF01934  97 16 Bithoraxoid_conserved_region_6 Predicted;_CMfinder;
RF01935  71 10 Bithoraxoid_conserved_region_7 Predicted;_RNAalifold;
RF01936  97 12 microRNA_mir-63 Predicted;_RNAalifold
RF01937  57 10 microRNA_mir-2780 Predicted;_RNAalifold
RF01938  45 10 microRNA_mir-1251 Predicted;_RNAalifold
RF01939  53 10 microRNA_mir-761 Predicted;_RNAalifold
RF01940  41 10 microRNA_hvt-mir-H9 Predicted;_RNAalifold
RF01941  51 18 microRNA_MIR1223 Predicted;_RNAalifold
#RF01942  124 346 microRNA_mir-1937 Predicted;_RNAalifold
RF01943  69 10 microRNA_mir-999 Predicted;_RNAalifold
RF01944  59 10 microRNA_mir-2518 Predicted;_RNAalifold
RF01945  59 10 microRNA_mir-1388 Predicted;_RNAalifold
RF01946  479 20 KCNQ1_overlapping_transcript_1_conserved_region_1 Predicted;_RNAalifold;
RF01947  212 40 KCNQ1_overlapping_transcript_1_conserved_region_2 Predicted;_RNAalifold;
RF01948  123 22 KCNQ1_overlapping_transcript_1_conserved_region_3 Predicted;_RNAalifold;
RF01950  233 34 KCNQ1_overlapping_transcript_1_conserved_region_5 Predicted;_CMfinder;
RF01951  103 60 SOX2_overlapping_transcript_exon_1 Predicted;_RNAz;
RF01952  70 32 SOX2_overlapping_transcript_exon_2 Predicted;_Pfold;
RF01953  277 26 SOX2_overlapping_transcript_exon_3 Predicted;_RNAalifold;
RF01954  110 24 SOX2_overlapping_transcript_exon_4 Predicted;_CMfinder;
RF01955  123 38 Nuclear_enriched_abundant_transcript_1_conserved_region_1 Predicted;_CMfinder;
RF01956  117 30 Nuclear_enriched_abundant_transcript_1_conserved_region_2 Predicted;_RNAalifold;
RF01957  179 40 Nuclear_enriched_abundant_transcript_1_conserved_region_3 Predicted;_CMfinder;
RF01958  399 38 EGOT_conserved_intronic_region Predicted;_CMfinder;
RF01959  1509 42 Archaeal_small_subunit_ribosomal_RNA Published;_PMID:11869452
RF01960  1882 172 Eukaryotic_small_subunit_ribosomal_RNA Published;_PMID:11869452
RF01961  63 12 KCNQ1_downstream_neighbour Predicted;_CMfinder;
RF01962  63 32 Rhabdomyosarcoma_2_associated_transcript_conserved_region_1 Predicted;_CMfinder;
RF01963  136 36 Rhabdomyosarcoma_2_associated_transcript_conserved_region_2 Predicted;_RNAalifold;
RF01964  111 36 Rhabdomyosarcoma_2_associated_transcript_conserved_region_3 Predicted;_RNAalifold;
RF01965  116 38 Rhabdomyosarcoma_2_associated_transcript_conserved_region_4 Predicted;_Pfold:
RF01966  130 46 Rhabdomyosarcoma_2_associated_transcript_conserved_region_5 Predicted;_CMfinder;
RF01967  213 42 Rhabdomyosarcoma_2_associated_transcript_conserved_region_6 Predicted;_CMfinder;
RF01968  284 48 Rhabdomyosarcoma_2_associated_transcript_conserved_region_7 Predicted;_CMfinder;
RF01969  170 48 Rhabdomyosarcoma_2_associated_transcript_conserved_region_8 Predicted;_RNAalifold;
RF01970  194 60 Rhabdomyosarcoma_2_associated_transcript_conserved_region_9 Predicted;_CMfinder;
RF01971  160 46 Rhabdomyosarcoma_2_associated_transcript_conserved_region_10 Predicted;_CMfinder;
RF01972  74 74 H19_conserved_region_1 Predicted;_CMfinder;
RF01973  72 50 H19_conserved_region_2 Predicted;_CMfinder;
RF01974  117 14 H19_conserved_region_3 Predicted;_CMfinder;
RF01975  130 32 HOX_antisense_intergenic_RNA_myeloid_1_conserved_region_1 Predicted;_CMfinder;
RF01976  231 18 HOX_antisense_intergenic_RNA_myeloid_1_conserved_region_2 Predicted;_CMfinder;
RF01977  60 26 HOX_antisense_intergenic_RNA_myeloid_1_conserved_region_3 Predicted;_Pfold;
RF01978  104 24 HOX_antisense_intergenic_RNA_myeloid_1_conserved_region_4 Predicted;_CMfinder;
RF01979  152 24 HOX_antisense_intergenic_RNA_myeloid_1_conserved_region_5 Predicted;_CMfinder;
RF01980  467 38 Nkx2-2_antisense Predicted;_RNAalifold;
RF01981  135 56 Prostate-specific_transcript_1 Predicted;_CMfinder;
RF01982  87 12 Pyrrolysine_insertion_sequence_1 Predicted;_CMfinder;
RF01983  160 36 Pregnancy_induced_noncoding_RNA Predicted;_CMfinder;
RF01984  153 26 ZEB2_antisense_RNA_1_conserved_region_1 Predicted;_CMfinder;
RF01985  62 26 ZEB2_antisense_RNA_1_conserved_region_2 Predicted;_CMfinder;
RF01986  112 26 ZEB2_antisense_RNA_1_conserved_region_3 Predicted;_RNAalifold;
RF01987  85 30 ZEB2_antisense_RNA_1_conserved_region_4 Predicted;_CMfinder;
RF01988  56 12 Selenocysteine_insertion_sequence_2 Predicted;_RNAalifold;
RF01989  64 54 Selenocysteine_insertion_sequence_3 Predicted;_CMfinder;
RF01990  39 52 Selenocysteine_insertion_sequence_4 Predicted;_Pfold;
RF01991  71 10 Selenocysteine_insertion_sequence_5 Predicted;_WAR;
RF01992  211 58 Viral_integration_site_1 Predicted;_Pfold;
RF01996  93 22 microRNA_mir-995 Predicted;_RNAalifold
RF01997  110 20 microRNA_mir-969 Predicted;_RNAalifold
RF01998  85 478 Group_II_catalytic_intron_D1-D4-1 Predicted;_Weinberg_Z
#RF01999  119 292 Group_II_catalytic_intron_D1-D4-2 Predicted;_Weinberg_Z
RF02000  87 46 microRNA_MIR1846 Predicted;_RNAalifold
#RF02001  174 1082 Group_II_catalytic_intron_D1-D4-3 Predicted;_Weinberg_Z
RF02002  111 74 microRNA_mir-720 Predicted;_RNAalifold
#RF02003  139 204 Group_II_catalytic_intron_D1-D4-4 Predicted;_Weinberg_Z
RF02004  203 282 Group_II_catalytic_intron_D1-D4-5 Predicted;_Weinberg_Z
RF02005  226 352 Group_II_catalytic_intron_D1-D4-6 Predicted;_Weinberg_Z
RF02006  106 8 microRNA_mir-1253 Predicted;_RNAalifold
RF02007  77 8 microRNA_mir-1237 Predicted;_RNAalifold
RF02008  67 8 microRNA_mir-621 Predicted;_RNAalifold
RF02009  63 8 microRNA_mir-987 Predicted;_RNAalifold
RF02010  69 8 microRNA_mir-3180 Predicted;_RNAalifold
RF02011  63 8 microRNA_mir-575 Predicted;_RNAalifold
#RF02012  152 492 Group_II_catalytic_intron_D1-D4-7 Predicted;_Weinberg_Z
RF02013  67 8 microRNA_mir-1280 Predicted;_RNAalifold
RF02014  57 8 microRNA_mir-1178 Predicted;_RNAalifold
RF02015  65 8 microRNA_mir-1287 Predicted;_RNAalifold
RF02016  51 8 microRNA_mir-1183 Predicted;_RNAalifold
RF02017  81 30 microRNA_mir-1912 Predicted;_RNAalifold
RF02018  57 8 microRNA_mir-1207 Predicted;_RNAalifold
RF02019  71 8 microRNA_mir-1265 Predicted;_RNAalifold
RF02020  85 10 microRNA_mir-25 Predicted;_RNAalifold
RF02021  75 8 microRNA_mir-3179 Predicted;_RNAalifold
RF02022  81 16 microRNA_mir-1275 Predicted;_RNAalifold
RF02023  49 8 microRNA_mir-1208 Predicted;_RNAalifold
RF02024  55 8 microRNA_mir-1180 Predicted;_RNAalifold
RF02025  86 76 microRNA_mir-3017 Predicted;_RNAalifold
RF02026  76 14 microRNA_mir-2833 Predicted;_RNAalifold
RF02027  66 114 microRNA_MIR2907 Predicted;_RNAalifold
RF02028  67 16 microRNA_mir-1827 Predicted;_RNAalifold
RF02029  96 46 sraA Predicted;_FSA;_RNAalifold
RF02030  115 56 tp2 Predicted;_FSA;_RNAalifold
RF02031  77 62 tpke11 Predicted;_WAR;_T-coffee_consensus
RF02032  291 72 Giant,_ornate,_lake-_and_Lactobacillales-derived_(GOLLD)_RNA Published;_PMID:12376536;_Weinberg_Z
#RF02033  129 224 HNH_endonuclease-associated_RNA_and_ORF_(HEARO)_RNA Published;_PMID:12376536;_Weinberg_Z
RF02034  79 440 IMES-1_RNA_motif Published;_PMID:12376536;_Weinberg_Z
RF02035  81 734 IMES-2_RNA_motif Published;_PMID:12376536;_Weinberg_Z
RF02036  85 66 IMES-3_RNA_motif Published;_PMID:12376536;_Weinberg_Z
RF02037  57 62 IMES-4_RNA_motif Published;_PMID:12376536;_Weinberg_Z
RF02038  92 50 SPRY4-IT1_conserved_region_1 Predicted;_CMfinder;
RF02039  122 52 SPRY4-IT1_conserved_region_2 Predicted;_CMfinder;
RF02040  59 18 HOXA_transcript_at_the_distal_tip,_conserved_region_1 Predicted;_RNAalifold;
RF02041  462 54 HOXA_transcript_at_the_distal_tip,_conserved_region_2 Predicted;_Pfold;
RF02042  354 50 HOXA_transcript_at_the_distal_tip,_conserved_region_3 Predicted;_CMfinder;
RF02043  167 42 HOXA_transcript_at_the_distal_tip,_conserved_region_4 Predicted;_CMfinder;
RF02044  47 16 CDKN2B_antisense_RNA_1_convserved_region_2 Predicted;_WAR;
RF02045  145 40 CDKN2B_antisense_RNA_1_convserved_region_3 Predicted;_CMfinder;
RF02046  113 10 Sphinx__conserved_region_1 Predicted;_CMfinder;
RF02047  184 78 Sphinx_conserved_region_2 Predicted;_CMfinder;
RF02048  133 8 Salmonella_enterica_conserved_region_STnc30 Predicted;_WAR;_Burge,_SW
RF02049  95 6 Salmonella_enterica_sRNA_STnc460 Predicted;_RNIE;_RNAalifold
RF02050  227 8 Salmonella_enterica_sRNA_STnc470 Predicted;_WAR;_Burge_SW
RF02051  58 28 Enterobacterial_sRNA_STnc450 Predicted;_CMfinder;
RF02052  167 24 Enterobacterial_sRNA_STnc630 Predicted;_CMfinder;
RF02053  163 18 Enterobacterial_sRNA_STnc430 Predicted;_CMfinder;
RF02054  61 10 Salmonella_enterica_sRNA_STnc420 Predicted;_CMfinder;
RF02055  109 14 Enterobacterial_sRNA_STnc380 Predicted;_CMfinder;
RF02056  61 8 Salmonella_sRNA_STnc390 Predicted;_WAR;
RF02057  71 38 Salmonella_enterica_sRNA_STnc40 Predicted;_RNIE;_LocARNA
RF02058  126 8 Gammaproteobacterial_sRNA_STnc400 Predicted;_RNAalifold;
RF02059  25 6 Salmonella_enterica_sRNA_STnc40 Predicted;_RNIE;_RNAalifold
RF02060  159 32 Enterobacterial_sRNA_STnc410 Predicted;_CMfinder;
RF02061  85 38 microRNA_mir-301 Predicted;_WAR;_Burge_SW;
RF02062  151 8 Salmonella_enterica_sRNA_STnc361 Predicted;_RNAalifold;
RF02063  69 8 Salmonella_enterica_sRNA_STnc350 Predicted;_CMfinder;
RF02064  72 24 Enterobacterial_sRNA_STnc370 Predicted;_WAR;
RF02065  132 12 Enterobacterial_sRNA_STnc340 Predicted;_WAR;
RF02066  56 10 Salmonella_enterica_sRNA_STnc320 Predicted;_WAR;
RF02067  64 20 Salmonella_enterica_sRNA_STnc310 Predicted;_RNAalifold;
RF02068  73 16 Enterobacterial_sRNA_STnc480 Predicted;WAR_;Burge_SW
RF02069  150 8 Enterobacterial_sRNA_STnc70 Predicted;_Pfold;_Burge_SW
RF02070  161 12 Salmonella_enterica_sRNA_STnc300 Predicted;_CMfinder;
RF02071  86 10 Salmonella_enterica_sRNA_STnc280 Predicted;_WAR;
RF02072  161 10 Salmonella_enterica_sRNA_STnc590 Predicted;_CMfinder;
RF02073  177 8 Salmonella_enterica_sRNA_STnc260 Predicted;_CMfinder;
RF02074  78 34 Enterobacterial_sRNA_STnc240 Predicted;_WAR;
RF02075  84 26 Enterobacterial_sRNA_STnc230 Predicted;_WAR;
RF02076  208 62 Gammaproteobacterial_sRNA_STnc100 Predicted;_CMfinder
RF02077  82 12 Salmonella_enterica_sRNA_STnc220 Predicted;_CMfinder;
RF02078  180 8 Salmonella_enterica_sRNA_STnc210 Predicted;_WAR;
RF02079  218 24 Enterobacterial_sRNA_STnc180 Predicted;_RNAalifold;
RF02080  334 10 Salmonella_enterica_sRNA_STnc170 Predicted;_CMfinder;
RF02081  389 26 Enterobacterial_sRNA_STnc550 Predicted;_CMfinder;
RF02082  203 10 Enterobacterial_sRNA_STnc540 Predicted;_WAR;
RF02083  77 18 OrzO-P_RNA_antitoxin_family Predicted;_RNAalifold
RF02084  136 36 Enterobacteria_sRNA_STnc130 Predicted;_WAR;
RF02085  76 24 Yellow-achaete_intergenic_RNA_conserved_region_1 Predicted;_WAR;
RF02086  76 18 Yellow-achaete_intergenic_RNA_conserved_region_2 Predicted;_CMfinder;
RF02087  68 12 Yellow-achaete_intergenic_RNA_conserved_region_3 Predicted;_CMfinder;
RF02088  850 14 Enterobacterial_sRNA_STnc510 Predicted;_WAR;_Burge_SW
RF02089  80 42 CLRN1_antisense_RNA_1_conserved_region Predicted;_WAR;
RF02090  217 52 DAOA_antisense_RNA_1_conserved_region_1 Predicted;_WAR;
RF02091  221 52 DAOA_antisense_RNA_1_conserved_region_2 Predicted;_CMfinder;
RF02092  89 14 mir-2970_microRNA_precursor Published;_PMID:21627805
RF02093  107 28 mir-2968_microRNA_precursor Published;_PMID:21627805
RF02094  88 16 mir-1803_microRNA_precursor Published;_PMID:21627805
RF02095  82 44 mir-2985-2_microRNA_precursor Published;_PMID:21627805
RF02096  79 22 mir-2973_microRNA_precursor Published;_PMID:21627805
RF02097  67 8 mir-1662_microRNA_precursor Published;_PMID:21627805
RF02098  50 12 DiGeorge_syndrome_critical_region_gene_5_conserved_region Predicted;_CMfinder;
RF02099  249 8 rivX_sRNA Predicted;_WAR
RF02100  102 24 Translational_regulator_of_tfoXVC Predicted;_WAR
RF02101  242 42 Highly_up-regulated_in_liver_cancer_conserved_region Predicted;_CMfinder;
RF02102  211 28 Disrupted_in_schizophrenia_2_conserved_region Predicted;_WAR;
RF02103  191 56 Deleted_in_lymphocytic_leukemia_1_conserved_region_1 Predicted;_Pfold;
